Order_Date,Region,Category,Sub_Category,Customer_Segment,Sales,Quantity,Discount,Profit
2023-02-23,West,Office Supplies,Binders,Home Office,202.74,1,0.1,30.63
2023-03-27,North,Furniture,Chairs,Consumer,30.6,10,0.0,7.92
2024-07-30,South,Technology,Laptops,Corporate,313.06,1,0.4,-43.5
2023-06-12,East,Furniture,Bookcases,Home Office,707.86,9,0.1,155.31
2023-02-07,South,Furniture,Bookcases,Consumer,88.83,14,0.0,57.59
2024-04-21,South,Office Supplies,Storage,Corporate,129.74,1,0.0,42.24
2024-11-30,North,Furniture,Chairs,Consumer,88.05,5,0.1,27.65
2024-05-15,South,Technology,Laptops,Home Office,329.19,3,0.2,48.67
2024-10-18,South,Office Supplies,Storage,Corporate,262.77,7,0.2,38.85
2024-06-09,North,Office Supplies,Storage,Corporate,130.04,8,0.2,26.74
2024-01-10,South,Furniture,Chairs,Home Office,274.86,7,0.1,80.11
2024-02-11,North,Office Supplies,Paper,Corporate,301.49,3,0.2,35.75
2023-10-03,North,Technology,Phones,Corporate,189.83,14,0.0,52.62
2023-10-12,North,Furniture,Bookcases,Corporate,279.42,6,0.0,115.56
2023-05-11,South,Technology,Laptops,Corporate,66.55,5,0.0,6.36
2024-07-11,South,Technology,Phones,Home Office,439.35,7,0.2,61.07
2023-07-27,West,Technology,Phones,Consumer,196.33,9,0.1,75.86
2023-06-21,South,Office Supplies,Paper,Home Office,195.36,3,0.1,50.65
2023-01-13,South,Office Supplies,Binders,Consumer,520.75,13,0.0,190.49
2024-02-06,South,Office Supplies,Binders,Corporate,76.35,2,0.0,15.6
2023-12-26,East,Furniture,Tables,Home Office,161.78,10,0.0,41.99
2023-11-01,East,Technology,Laptops,Home Office,116.56,8,0.0,55.04
2024-12-27,East,Furniture,Bookcases,Consumer,119.68,12,0.2,37.08
2023-07-06,West,Furniture,Chairs,Consumer,485.86,10,0.0,174.76
2024-03-15,North,Technology,Phones,Corporate,43.95,4,0.2,-22.61
2024-01-23,East,Technology,Accessories,Home Office,270.19,9,0.2,25.25
2024-04-25,East,Furniture,Chairs,Home Office,156.19,6,0.0,73.85
2024-12-18,West,Technology,Accessories,Consumer,57.49,8,0.1,32.15
2024-10-27,North,Furniture,Bookcases,Home Office,70.93,2,0.0,26.25
2024-03-04,North,Furniture,Chairs,Consumer,101.67,4,0.2,-0.5
2024-05-12,South,Office Supplies,Paper,Home Office,141.56,10,0.0,38.97
2024-08-20,North,Office Supplies,Paper,Consumer,382.38,3,0.1,79.32
2024-04-18,East,Technology,Accessories,Corporate,233.95,6,0.4,-21.09
2024-12-10,East,Furniture,Bookcases,Home Office,217.68,9,0.3,-4.19
2024-02-01,East,Technology,Accessories,Home Office,198.63,6,0.1,51.1
2023-10-16,North,Office Supplies,Paper,Corporate,279.06,5,0.1,71.59
2024-01-26,East,Office Supplies,Storage,Corporate,39.57,4,0.1,-1.33
2023-11-14,North,Furniture,Chairs,Home Office,278.14,5,0.4,-8.56
2024-01-10,North,Technology,Laptops,Home Office,127.67,14,0.1,15.73
2023-01-04,South,Office Supplies,Storage,Corporate,42.32,10,0.0,26.01
2024-10-20,West,Technology,Laptops,Corporate,152.31,6,0.0,38.91
2023-05-24,East,Furniture,Chairs,Corporate,236.77,1,0.2,53.83
2023-05-31,West,Furniture,Tables,Consumer,1034.83,11,0.0,364.75
2023-01-05,West,Office Supplies,Paper,Corporate,138.64,2,0.0,43.37
2024-06-10,North,Technology,Phones,Consumer,24.2,7,0.0,-16.66
2024-08-03,North,Office Supplies,Storage,Corporate,186.21,11,0.0,42.54
2023-10-30,East,Furniture,Tables,Corporate,188.49,12,0.1,57.09
2023-02-15,East,Furniture,Tables,Home Office,82.27,10,0.3,-17.03
2024-11-13,South,Furniture,Tables,Corporate,765.36,7,0.2,139.92
2023-11-19,West,Technology,Laptops,Consumer,26.38,1,0.1,13.77
2024-11-19,South,Furniture,Bookcases,Corporate,1014.24,10,0.3,68.35
2023-04-23,North,Office Supplies,Storage,Consumer,164.76,2,0.0,99.75
2023-04-09,North,Technology,Phones,Home Office,171.37,11,0.1,33.06
2023-02-17,West,Office Supplies,Binders,Home Office,167.98,9,0.0,63.59
2023-01-23,East,Office Supplies,Paper,Corporate,83.98,9,0.1,25.58
2023-12-04,South,Furniture,Chairs,Consumer,199.21,9,0.0,79.74
2024-09-11,North,Technology,Laptops,Consumer,77.66,7,0.0,26.15
2023-05-25,North,Furniture,Chairs,Home Office,323.74,1,0.1,66.04
2024-02-24,East,Office Supplies,Binders,Consumer,58.45,11,0.1,8.16
2024-09-23,East,Office Supplies,Binders,Corporate,870.81,2,0.3,55.63
2024-02-05,West,Furniture,Tables,Home Office,41.0,7,0.0,-12.33
2024-03-31,West,Office Supplies,Storage,Home Office,260.0,4,0.1,58.97
2023-01-14,South,Furniture,Tables,Home Office,1112.25,3,0.0,390.33
2023-08-04,North,Furniture,Tables,Home Office,110.51,14,0.0,46.35
2023-11-14,South,Technology,Laptops,Corporate,306.83,14,0.1,87.67
2024-02-01,South,Technology,Phones,Consumer,563.72,11,0.1,150.48
2024-07-16,East,Office Supplies,Paper,Home Office,810.34,2,0.2,114.74
2024-03-15,North,Office Supplies,Storage,Home Office,443.28,13,0.0,159.68
2023-10-25,West,Furniture,Bookcases,Corporate,196.15,6,0.2,22.31
2023-06-21,East,Technology,Phones,Corporate,897.26,8,0.2,133.26
2023-04-21,North,Furniture,Bookcases,Consumer,110.16,11,0.0,19.82
2024-12-27,West,Furniture,Bookcases,Home Office,74.62,14,0.0,37.71
2023-04-16,South,Office Supplies,Paper,Corporate,134.82,12,0.0,44.59
2023-04-28,South,Furniture,Tables,Corporate,589.19,12,0.0,224.96
2023-03-30,North,Office Supplies,Paper,Home Office,104.27,11,0.0,68.75
2023-07-14,West,Technology,Laptops,Corporate,491.75,2,0.3,21.41
2023-09-10,South,Technology,Laptops,Corporate,346.35,6,0.0,134.23
2024-08-29,East,Furniture,Bookcases,Corporate,113.51,13,0.0,43.37
2023-08-04,East,Office Supplies,Binders,Corporate,103.09,14,0.0,48.02
2023-10-05,South,Furniture,Chairs,Home Office,142.06,14,0.0,74.33
2023-04-30,North,Office Supplies,Storage,Home Office,638.68,7,0.0,224.18
2024-12-25,East,Technology,Accessories,Consumer,234.31,12,0.0,105.72
2023-03-28,North,Furniture,Chairs,Consumer,21.55,10,0.1,
2024-09-01,West,Office Supplies,Paper,Consumer,152.38,1,0.0,54.09
2023-11-19,West,Office Supplies,Storage,Consumer,883.07,13,0.0,304.24
2023-08-12,East,Office Supplies,Paper,Corporate,585.4,4,0.4,-20.72
2023-04-17,North,Furniture,Bookcases,Consumer,92.65,5,0.2,43.42
2023-01-07,East,Furniture,Bookcases,Corporate,410.26,6,0.3,-1.63
2023-07-26,East,Technology,Laptops,Consumer,173.84,1,0.0,87.06
2023-06-16,West,Technology,Phones,Corporate,88.71,14,0.1,12.43
2023-07-04,North,Furniture,Tables,Corporate,98.59,8,0.2,20.74
2023-12-22,South,Furniture,Tables,Consumer,494.5,2,0.1,125.86
2023-02-16,North,Technology,Phones,Home Office,862.71,9,0.1,205.29
2024-06-08,West,Technology,Laptops,Home Office,792.87,10,0.1,190.42
2023-05-13,North,Office Supplies,Binders,Home Office,48.24,1,0.0,-6.27
2023-06-14,North,Technology,Accessories,Consumer,130.23,6,0.1,32.07
2024-10-15,South,Office Supplies,Paper,Corporate,43.97,14,0.2,3.66
2024-07-27,East,Technology,Laptops,Corporate,146.02,8,0.2,26.55
2024-08-29,North,Furniture,Tables,Corporate,129.8,10,0.0,55.18
2024-05-17,West,Furniture,Bookcases,Corporate,123.62,11,0.1,
2023-01-02,South,Furniture,Bookcases,Consumer,823.42,11,0.2,132.77
2024-02-12,North,Technology,Laptops,Corporate,21.62,14,0.2,0.32
2024-09-25,South,Office Supplies,Binders,Corporate,484.28,10,0.0,164.06
2023-05-10,East,Furniture,Bookcases,Home Office,140.81,14,0.0,30.2
2024-07-20,East,Office Supplies,Paper,Home Office,228.53,11,0.1,30.8
2024-09-29,South,Office Supplies,Paper,Home Office,601.73,7,0.0,237.56
2024-08-10,North,Furniture,Chairs,Home Office,116.73,13,0.1,19.24
2024-11-30,North,Technology,Laptops,Corporate,150.41,3,0.0,44.26
2024-05-14,South,Technology,Accessories,Corporate,1178.53,10,0.0,420.24
2024-02-19,West,Office Supplies,Binders,Consumer,52.67,12,0.0,1.73
2024-11-26,South,Office Supplies,Paper,Consumer,110.78,8,0.0,25.71
2024-06-03,East,Furniture,Bookcases,Consumer,539.39,7,0.0,179.32
2024-07-26,North,Technology,Laptops,Consumer,52.94,7,0.2,-14.71
2024-07-01,East,Furniture,Tables,Home Office,338.58,5,0.2,29.91
2023-02-08,West,Office Supplies,Paper,Consumer,76.89,3,0.1,25.05
2023-02-06,North,Office Supplies,Binders,Home Office,106.42,13,0.0,32.61
2024-04-26,East,Technology,Laptops,Corporate,83.78,13,0.0,17.18
2023-12-30,South,Office Supplies,Storage,Consumer,281.21,6,0.1,61.18
2023-04-28,East,Office Supplies,Storage,Corporate,355.37,1,0.0,96.43
2024-09-04,South,Office Supplies,Paper,Consumer,181.14,8,0.2,32.98
2023-04-09,West,Furniture,Chairs,Home Office,,11,0.0,56.78
2023-11-17,North,Office Supplies,Storage,Corporate,269.08,2,0.0,103.91
2024-08-30,North,Technology,Laptops,Consumer,919.01,14,0.0,317.51
2023-06-25,North,Office Supplies,Binders,Corporate,168.54,11,0.2,34.87
2024-07-06,South,Office Supplies,Binders,Home Office,86.75,10,0.2,31.74
2024-07-06,South,Office Supplies,Storage,Corporate,263.85,7,0.1,73.22
2023-02-07,West,Office Supplies,Paper,Consumer,245.16,2,0.2,28.24
2024-02-20,South,Furniture,Chairs,Home Office,152.39,6,0.2,41.38
2024-10-15,West,Furniture,Bookcases,Consumer,30.19,14,0.0,38.87
2024-06-21,South,Office Supplies,Storage,Consumer,544.15,4,0.0,197.38
2023-02-08,West,Furniture,Bookcases,Corporate,451.27,1,0.2,109.15
2024-06-30,South,Furniture,Bookcases,Consumer,523.27,8,0.2,77.68
2024-02-05,West,Furniture,Tables,Consumer,403.59,4,0.2,41.56
2023-11-30,South,Technology,Accessories,Consumer,217.64,1,0.1,42.2
2024-12-11,South,Furniture,Bookcases,Consumer,282.14,11,0.3,20.4
2024-07-31,North,Furniture,Bookcases,Consumer,148.32,12,0.0,76.87
2023-04-04,East,Furniture,Chairs,Consumer,145.04,3,0.2,42.32
2023-01-07,South,Technology,Laptops,Consumer,145.07,6,0.1,26.54
2023-05-13,South,Technology,Accessories,Consumer,97.35,5,0.0,21.94
2023-10-23,South,Furniture,Bookcases,Home Office,618.75,1,0.1,161.39
2024-02-09,North,Office Supplies,Storage,Corporate,141.96,7,0.4,13.0
2024-04-06,North,Technology,Laptops,Consumer,335.81,10,0.2,41.34
2023-04-19,North,Furniture,Bookcases,Home Office,246.19,2,0.2,21.78
2024-01-22,West,Technology,Phones,Home Office,,3,0.1,66.81
2023-04-17,North,Office Supplies,Binders,Home Office,206.36,6,0.1,62.47
2023-10-01,West,Furniture,Tables,Consumer,43.07,9,0.0,-5.52
2024-11-21,East,Office Supplies,Paper,Corporate,137.83,13,0.2,26.25
2024-09-11,West,Furniture,Chairs,Consumer,26.24,2,0.3,23.21
2023-01-14,East,Furniture,Tables,Consumer,389.42,5,0.0,135.78
2024-07-28,South,Technology,Laptops,Home Office,178.44,2,0.0,45.72
2023-08-06,North,Technology,Phones,Consumer,559.28,3,0.1,127.64
2023-01-08,East,Technology,Accessories,Corporate,500.94,1,0.2,126.28
2023-01-22,West,Technology,Laptops,Home Office,291.81,8,0.0,
2024-08-08,West,Furniture,Tables,Consumer,94.32,1,0.0,28.31
2024-08-16,West,Office Supplies,Storage,Corporate,279.29,5,0.0,81.51
2023-01-06,South,Furniture,Bookcases,Corporate,23.02,8,0.4,-13.9
2024-11-18,North,Technology,Phones,Corporate,129.45,11,0.0,42.26
2023-04-09,West,Furniture,Chairs,Home Office,,11,0.0,56.78
2023-01-03,South,Furniture,Tables,Corporate,180.35,2,0.0,89.93
2023-12-26,West,Furniture,Tables,Consumer,726.5,3,0.0,254.74
2024-07-10,East,Technology,Accessories,Home Office,29.95,4,0.2,9.13
2024-09-14,North,Office Supplies,Binders,Home Office,155.9,9,0.1,
2023-01-19,West,Office Supplies,Binders,Consumer,101.78,1,0.1,26.42
2023-10-16,East,Technology,Accessories,Home Office,142.74,11,0.0,47.24
2023-03-27,North,Furniture,Tables,Home Office,237.91,10,0.0,112.09
2024-07-07,East,Technology,Laptops,Home Office,167.57,9,0.0,50.44
2023-04-25,South,Furniture,Bookcases,Home Office,113.83,7,0.1,17.77
2023-03-27,North,Technology,Laptops,Home Office,701.59,6,0.0,259.59
2024-05-19,West,Office Supplies,Storage,Consumer,21.75,1,0.2,19.36
2024-07-10,North,Furniture,Chairs,Consumer,53.9,2,0.1,-1.44
2024-08-02,North,Furniture,Bookcases,Corporate,346.09,7,0.0,124.85
2024-02-13,North,Office Supplies,Storage,Home Office,122.87,7,0.2,57.09
2024-01-04,South,Office Supplies,Storage,Corporate,,4,0.0,109.14
2024-01-25,South,Technology,Laptops,Corporate,356.26,13,0.0,147.89
2024-04-15,South,Office Supplies,Paper,Home Office,265.66,12,0.2,48.88
2023-03-16,South,Office Supplies,Binders,Corporate,185.34,5,0.3,0.59
2024-12-27,East,Furniture,Chairs,Corporate,587.23,4,0.0,185.76
2024-06-25,South,Office Supplies,Paper,Consumer,119.31,6,0.1,38.63
2023-12-31,South,Technology,Phones,Home Office,199.56,11,0.0,74.67
2024-07-26,West,Office Supplies,Storage,Home Office,47.91,2,0.0,2.87
2023-02-12,South,Furniture,Chairs,Corporate,120.72,8,0.2,12.67
2023-10-23,East,Furniture,Chairs,Home Office,100.28,10,0.2,-30.73
2023-04-09,North,Office Supplies,Binders,Corporate,266.99,3,0.1,59.56
2023-06-10,West,Furniture,Bookcases,Home Office,1049.33,8,0.0,383.09
2023-07-29,West,Technology,Phones,Corporate,194.73,4,0.2,42.29
2024-05-25,West,Furniture,Bookcases,Corporate,121.03,4,0.2,8.88
2023-10-30,West,Technology,Phones,Corporate,61.56,12,0.0,31.72
2023-06-03,West,Office Supplies,Binders,Home Office,78.83,5,0.1,
2024-07-29,West,Technology,Accessories,Corporate,324.38,2,0.3,35.43
2024-05-23,East,Office Supplies,Storage,Home Office,148.84,14,0.1,12.2
2023-04-21,East,Furniture,Tables,Corporate,456.37,5,0.0,138.96
2024-06-09,North,Office Supplies,Binders,Consumer,387.14,12,0.1,93.39
2024-06-15,North,Furniture,Bookcases,Consumer,534.7,13,0.0,185.47
2024-04-03,South,Technology,Laptops,Consumer,132.17,12,0.1,48.48
2023-09-04,East,Technology,Laptops,Home Office,113.71,5,0.2,7.27
2023-03-16,West,Technology,Laptops,Consumer,185.91,11,0.2,25.03
2023-09-11,South,Furniture,Tables,Corporate,361.83,7,0.2,43.39
2024-05-26,North,Technology,Phones,Corporate,196.27,9,0.0,58.66
2023-12-25,South,Technology,Accessories,Home Office,247.63,12,0.2,57.38
2024-12-26,East,Technology,Accessories,Home Office,348.49,8,0.1,106.75
2023-12-01,East,Technology,Laptops,Corporate,358.28,6,0.1,61.99
2024-05-10,West,Office Supplies,Storage,Consumer,51.71,14,0.1,15.64
2023-09-25,West,Technology,Laptops,Consumer,155.31,1,0.3,-8.63
2023-01-25,East,Office Supplies,Paper,Corporate,202.84,13,0.1,33.75
2023-10-15,East,Furniture,Bookcases,Home Office,177.43,12,0.4,5.67
2023-08-19,East,Technology,Laptops,Consumer,63.84,5,0.1,-2.27
2023-12-29,North,Technology,Accessories,Consumer,64.67,9,0.0,17.47
2024-06-01,West,Office Supplies,Storage,Consumer,146.05,12,0.2,5.08
2023-12-15,West,Furniture,Tables,Corporate,251.09,10,0.0,85.84
2023-10-13,West,Furniture,Bookcases,Home Office,58.53,13,0.2,11.91
2023-09-16,West,Furniture,Bookcases,Consumer,77.63,4,0.0,34.88
2024-03-24,West,Office Supplies,Binders,Home Office,132.55,2,0.0,67.52
2024-09-29,East,Office Supplies,Storage,Consumer,85.69,10,0.0,54.92
2023-12-14,South,Furniture,Bookcases,Home Office,326.36,7,0.2,72.54
2023-09-21,West,Technology,Laptops,Corporate,66.33,4,0.0,15.41
2024-11-03,South,Furniture,Bookcases,Consumer,1062.96,3,0.2,155.33
2023-09-03,North,Technology,Accessories,Consumer,55.73,14,0.1,56.71
2023-08-21,North,Office Supplies,Binders,Home Office,732.08,13,0.1,181.17
2024-06-03,West,Office Supplies,Binders,Corporate,22.16,7,0.1,22.39
2024-11-16,East,Office Supplies,Paper,Corporate,171.92,11,0.0,55.44
2023-03-25,East,Technology,Accessories,Corporate,21.78,9,0.0,-13.14
2024-09-14,South,Furniture,Tables,Consumer,245.09,4,0.0,85.23
2023-06-22,West,Technology,Phones,Home Office,195.75,2,0.4,-19.54
2024-07-07,South,Technology,Phones,Corporate,345.15,8,0.3,34.0
2023-05-03,North,Furniture,Bookcases,Corporate,269.55,9,0.3,6.03
2023-10-20,South,Office Supplies,Storage,Home Office,123.4,5,0.0,51.11
2024-04-21,South,Technology,Phones,Consumer,248.64,7,0.0,67.1
2023-12-27,East,Technology,Accessories,Home Office,177.65,1,0.2,23.22
2023-09-21,North,Office Supplies,Binders,Home Office,110.32,10,0.2,7.7
2024-04-21,East,Furniture,Chairs,Consumer,370.07,6,0.0,
2024-07-19,West,Technology,Phones,Consumer,315.57,11,0.1,64.76
2024-01-06,South,Technology,Accessories,Home Office,422.53,6,0.2,79.42
2024-10-09,North,Technology,Accessories,Home Office,336.18,1,0.3,13.95
2024-04-17,South,Furniture,Tables,Home Office,426.15,4,0.0,159.37
2023-10-08,East,Office Supplies,Paper,Home Office,353.4,13,0.0,110.77
2024-10-01,East,Office Supplies,Binders,Corporate,533.76,13,0.0,204.47
2024-05-11,South,Furniture,Bookcases,Corporate,36.12,11,0.3,-8.1
2023-11-26,West,Technology,Accessories,Consumer,141.34,6,0.1,
2024-12-31,West,Technology,Phones,Home Office,620.78,2,0.1,
2024-12-07,South,Technology,Laptops,Home Office,121.35,10,0.3,-0.4
2023-01-28,South,Furniture,Bookcases,Corporate,326.56,6,0.3,-7.96
2024-03-28,East,Furniture,Chairs,Consumer,71.23,2,0.2,28.0
2023-07-20,East,Office Supplies,Storage,Corporate,,6,0.1,-33.69
2023-01-05,South,Office Supplies,Storage,Corporate,41.27,10,0.3,-25.65
2024-05-07,West,Furniture,Chairs,Consumer,216.5,8,0.4,-10.25
2023-07-20,East,Furniture,Tables,Corporate,291.41,2,0.1,60.6
2024-08-15,West,Office Supplies,Binders,Home Office,227.87,3,0.0,68.77
2023-02-09,North,Furniture,Tables,Corporate,748.38,7,0.1,178.04
2023-09-01,North,Technology,Accessories,Consumer,200.62,8,0.0,67.08
2024-07-18,North,Furniture,Tables,Home Office,537.11,11,0.4,-27.86
2023-12-02,South,Office Supplies,Paper,Home Office,,1,0.0,23.11
2023-05-22,North,Furniture,Tables,Consumer,450.45,1,0.2,89.08
2023-01-10,East,Office Supplies,Paper,Corporate,149.18,9,0.0,76.82
2024-12-18,North,Technology,Laptops,Corporate,420.56,1,0.2,51.89
2024-05-20,North,Furniture,Tables,Home Office,394.92,13,0.2,74.22
2023-03-10,South,Office Supplies,Binders,Consumer,125.43,5,0.1,24.54
2023-07-09,South,Furniture,Bookcases,Home Office,214.29,12,0.0,87.69
2024-02-02,North,Office Supplies,Storage,Home Office,114.72,3,0.0,50.09
2023-08-17,South,Office Supplies,Binders,Consumer,541.68,7,0.1,117.68
2023-01-21,West,Technology,Phones,Home Office,412.78,5,0.0,139.52
2023-10-12,West,Technology,Phones,Consumer,197.81,10,0.2,34.54
2024-07-31,North,Office Supplies,Storage,Consumer,21.52,10,0.3,-2.34
2024-07-23,South,Office Supplies,Storage,Corporate,366.43,11,0.2,80.36
2024-02-24,West,Office Supplies,Binders,Corporate,266.43,5,0.2,57.59
2023-08-17,North,Office Supplies,Storage,Consumer,624.29,5,0.1,148.77
2023-12-06,East,Office Supplies,Binders,Corporate,220.94,10,0.1,42.43
2023-10-04,South,Furniture,Bookcases,Consumer,181.32,3,0.3,10.0
2024-07-22,North,Technology,Phones,Home Office,39.05,12,0.0,15.95
2024-07-01,South,Furniture,Chairs,Home Office,124.66,12,0.0,49.95
2024-04-22,North,Office Supplies,Binders,Consumer,338.24,4,0.0,105.56
2024-09-20,West,Technology,Accessories,Home Office,32.64,9,0.1,12.17
2023-08-05,West,Technology,Phones,Corporate,661.92,1,0.0,216.78
2024-05-09,North,Technology,Accessories,Home Office,189.5,2,0.0,67.91
2024-05-28,West,Technology,Phones,Consumer,195.55,2,0.2,21.1
2024-01-06,West,Furniture,Tables,Consumer,55.53,7,0.0,-0.63
2024-09-07,West,Furniture,Bookcases,Corporate,321.91,7,0.1,99.54
2024-01-13,East,Office Supplies,Paper,Consumer,156.5,9,0.0,66.9
2024-09-07,South,Office Supplies,Binders,Corporate,230.59,14,0.0,84.68
2023-05-06,South,Technology,Accessories,Consumer,124.69,14,0.0,29.04
2024-04-04,East,Furniture,Chairs,Home Office,38.88,14,0.0,5.85
2023-04-25,North,Furniture,Tables,Consumer,869.97,9,0.2,119.73
2023-04-17,North,Furniture,Tables,Consumer,117.57,12,0.0,46.89
2024-05-13,North,Furniture,Tables,Corporate,56.92,10,0.2,8.26
2023-10-15,South,Furniture,Bookcases,Consumer,212.82,1,0.0,71.53
2024-04-18,North,Furniture,Chairs,Consumer,861.33,12,0.0,304.06
2024-07-23,West,Technology,Accessories,Consumer,1090.35,12,0.2,128.87
2024-12-29,East,Technology,Laptops,Consumer,335.99,4,0.1,87.17
2023-07-09,North,Furniture,Chairs,Consumer,40.65,4,0.1,-8.1
2024-09-07,North,Office Supplies,Paper,Home Office,78.65,4,0.2,27.25
2024-10-13,North,Office Supplies,Binders,Corporate,31.27,9,0.0,-6.13
2024-11-25,North,Furniture,Tables,Consumer,47.85,6,0.1,2.51
2024-01-27,East,Technology,Accessories,Consumer,474.23,8,0.0,131.15
2023-09-28,North,Furniture,Bookcases,Home Office,167.6,11,0.2,36.98
2023-10-22,East,Technology,Accessories,Consumer,622.53,1,0.1,155.05
2023-01-09,South,Furniture,Tables,Consumer,246.62,3,0.2,52.83
2024-07-10,West,Furniture,Chairs,Corporate,45.68,14,0.2,32.05
2024-07-17,South,Technology,Laptops,Consumer,216.46,4,0.1,51.82
2024-02-06,North,Office Supplies,Storage,Home Office,193.27,12,0.0,47.58
2024-03-03,West,Furniture,Tables,Home Office,111.23,7,0.0,30.7
2023-09-08,East,Technology,Laptops,Corporate,957.58,11,0.2,162.16
2024-06-29,South,Furniture,Bookcases,Consumer,84.36,4,0.0,24.69
2024-04-08,North,Furniture,Chairs,Home Office,380.66,3,0.2,68.92
2023-01-23,North,Office Supplies,Storage,Consumer,65.99,11,0.1,13.96
2023-07-07,North,Technology,Laptops,Corporate,318.25,10,0.2,46.24
2023-05-19,South,Technology,Laptops,Consumer,435.08,4,0.2,76.1
2024-03-16,East,Furniture,Tables,Consumer,786.55,7,0.4,-36.14
2024-09-29,West,Office Supplies,Binders,Home Office,185.04,5,0.2,34.61
2024-06-15,East,Technology,Accessories,Home Office,517.73,2,0.0,189.98
2023-03-21,North,Office Supplies,Storage,Corporate,106.1,8,0.0,60.75
2024-07-09,South,Furniture,Chairs,Corporate,193.58,8,0.1,56.36
2024-10-04,West,Office Supplies,Storage,Home Office,891.05,6,0.0,310.51
2024-05-27,South,Office Supplies,Binders,Corporate,549.55,1,0.2,79.55
2024-12-19,East,Office Supplies,Binders,Home Office,219.99,11,0.0,107.14
2023-03-10,South,Office Supplies,Storage,Home Office,176.39,8,0.2,24.68
2023-01-11,East,Technology,Accessories,Consumer,635.81,14,0.2,100.24
2023-12-06,West,Furniture,Chairs,Home Office,1374.78,12,0.1,330.16
2023-12-01,East,Office Supplies,Binders,Corporate,59.48,12,0.2,21.61
2024-02-15,East,Technology,Phones,Corporate,715.89,1,0.0,247.91
2024-09-13,East,Office Supplies,Storage,Corporate,318.64,9,0.0,118.52
2023-10-23,South,Technology,Phones,Consumer,48.58,9,0.0,-9.94
2023-05-02,South,Technology,Laptops,Consumer,411.73,12,0.2,
2023-04-28,North,Office Supplies,Binders,Home Office,312.83,3,0.1,78.92
2023-08-27,North,Office Supplies,Binders,Consumer,350.28,4,0.3,3.06
2024-12-24,South,Furniture,Chairs,Consumer,313.8,11,0.1,62.72
2023-09-24,South,Technology,Laptops,Home Office,236.75,3,0.0,109.29
2024-11-23,South,Furniture,Tables,Corporate,957.23,2,0.0,317.33
2024-10-10,West,Office Supplies,Binders,Home Office,190.49,5,0.4,-8.74
2023-07-11,East,Furniture,Chairs,Consumer,472.65,6,0.2,103.18
2024-02-08,North,Technology,Phones,Corporate,186.04,9,0.3,
2023-05-28,East,Office Supplies,Binders,Corporate,159.81,5,0.0,55.0
2023-11-25,East,Office Supplies,Binders,Home Office,275.72,11,0.1,39.27
2023-03-16,West,Furniture,Bookcases,Corporate,234.83,13,0.1,73.78
2024-07-25,South,Office Supplies,Storage,Home Office,159.0,7,0.0,63.05
2023-03-28,East,Office Supplies,Storage,Home Office,589.55,10,0.2,118.54
2023-06-06,North,Furniture,Chairs,Home Office,328.25,12,0.4,-11.01
2024-12-14,South,Technology,Laptops,Corporate,524.46,2,0.2,80.13
2023-05-01,West,Technology,Phones,Corporate,159.26,13,0.0,59.54
2024-01-13,East,Technology,Phones,Corporate,86.32,9,0.0,35.45
2023-06-11,North,Technology,Accessories,Corporate,536.95,10,0.2,89.29
2024-10-07,East,Technology,Phones,Corporate,268.35,13,0.0,75.97
2024-07-20,North,Technology,Phones,Corporate,428.84,8,0.0,155.58
2024-08-11,North,Office Supplies,Paper,Consumer,864.15,5,0.2,149.68
2023-09-28,North,Office Supplies,Binders,Corporate,352.99,7,0.1,76.76
2023-03-27,East,Office Supplies,Storage,Consumer,155.72,4,0.0,66.44
2023-06-10,West,Office Supplies,Binders,Corporate,248.67,8,0.0,75.22
2023-03-03,West,Office Supplies,Storage,Corporate,70.91,2,0.0,21.23
2024-05-30,West,Office Supplies,Paper,Home Office,427.62,12,0.3,11.65
2024-10-03,South,Furniture,Bookcases,Consumer,321.72,6,0.4,-32.06
2024-01-19,North,Technology,Accessories,Corporate,22.69,11,0.0,-9.73
2024-12-20,North,Office Supplies,Binders,Consumer,240.21,3,0.2,27.87
2023-03-19,North,Furniture,Tables,Corporate,124.5,7,0.2,26.27
2024-06-20,East,Furniture,Bookcases,Corporate,110.93,14,0.0,32.82
2024-10-21,East,Technology,Laptops,Home Office,448.0,9,0.0,149.83
2023-09-10,East,Office Supplies,Storage,Corporate,417.95,7,0.0,148.36
2023-12-15,East,Technology,Laptops,Consumer,336.52,8,0.1,69.45
2024-06-20,West,Furniture,Tables,Corporate,42.87,8,0.1,0.14
2023-02-11,East,Furniture,Bookcases,Consumer,269.73,9,0.0,80.1
2023-02-22,North,Furniture,Bookcases,Corporate,80.94,2,0.0,31.19
2023-01-22,West,Technology,Phones,Corporate,401.3,8,0.1,80.22
2023-09-30,North,Furniture,Bookcases,Home Office,462.9,13,0.0,162.47
2024-10-27,North,Furniture,Bookcases,Home Office,51.78,13,0.2,19.66
2023-01-02,East,Furniture,Bookcases,Corporate,240.36,14,0.3,21.8
2023-07-14,North,Technology,Laptops,Corporate,132.85,6,0.1,39.49
2023-01-12,East,Furniture,Bookcases,Corporate,53.85,11,0.1,24.2
2023-11-07,West,Office Supplies,Paper,Consumer,34.17,1,0.2,8.91
2023-01-15,North,Office Supplies,Storage,Consumer,1544.14,1,0.0,544.15
2023-01-28,West,Office Supplies,Storage,Corporate,351.41,12,0.2,60.44
